Name EN,Name CN
Age of Empires - The Age of Kings (USA),帝国时代-帝王世纪
Aibou DS (Japan),搭档 DS
Air Traffic Chaos (USA),空中交通大混乱-我是航空管制官
Akachan wa Doko kara Kuru no (Japan),为你而生-宝宝从哪里来？
Akagawa Jirou Mystery - Tsuki no Hikari - Shizumeru Kane no Satsujin (Japan),赤川次郎悬疑小说-月光-沉钟杀人
Akagawa Jirou Mystery - Yasoukyoku - Hon ni Manekareta Satsujin (Japan),赤川次郎侦探系列-夜想曲-由一本书所引起的杀人案
Akai Ito DS (Japan),红线DS
Akai Ito Destiny DS (Japan),红线 destiny DS
Akko de Pon! - Ikasama Hourouki (Japan),现子麻将-作弊流浪记
Akko ni Omakase! - Brain Shock (Japan),大脑冲击-脑细胞活性化
Akogare Girls Collection - Lovely Youchien Nikki (Japan),憧憬女孩收藏集-亲爱幼稚园日记
Akogare Girls Collection - Mister Donut DS (Japan),憧憬女孩收藏集-甜甜圈大挑战DS
Akogare Girls Collection - Ohanaya-san Monogatari (Japan),憧憬女孩收藏集-花店物语
Akogare Girls Collection - Pika Pika Nurse Monogatari (Japan),憧憬女孩收藏集-闪光护士物语
Akogare Girls Collection - Suteki ni Nurse Days (Japan),憧憬女孩收藏集-美好的护士生活
Akumajou Dracula - Gallery of Labyrinth (Japan),恶魔城-迷宫的画廊
Akumajou Dracula - Gallery of Labyrinth (Japan) (Rev 1),恶魔城-迷宫的画廊
Akumajou Dracula - Sougetsu no Juujika (Japan) (Rev 1),恶魔城-苍月的十字架
Akumajou Dracula - Ubawareta Kokuin (Japan),恶魔城-被夺走的刻印
"Alex Rider - Stormbreaker (Europe) (En,Fr,De,Es)",亚历克斯风暴骑士
Alex Rider - Stormbreaker (USA),亚历克斯风暴骑士
Alex Rider - Stormbreaker (United Kingdom),亚历克斯风暴骑士
"Alice in Wonderland (Europe) (En,Fr,De,Es,It,Nl) (NDSi Enhanced)",爱丽丝梦游仙境
"Alice in Wonderland (USA) (En,Fr,Es) (NDSi Enhanced)",爱丽丝梦游仙境
"Aliens - Infestation (Europe) (En,Fr,De)",异型-群袭
"Aliens - Infestation (USA) (En,Fr,De)",异型-群袭
"Aliens in the Attic (Europe) (En,Fr,De,Es,It,Nl)",楼上的外星人
"Aliens in the Attic (Europe) (En,Fr,De,Es,It,Nl) (Rev 1)",楼上的外星人
"Aliens in the Attic (USA) (En,Fr,De,Es,It,Nl)",楼上的外星人
All Kamen Rider - Rider Generation (Japan),完全假面骑士-骑士世代
All Kamen Rider - Rider Generation 2 (Japan),完全假面骑士-骑士世代2
All Star Cheer Squad (USA),全明星拉拉队
"All Star Cheerleader (Europe) (En,De,Es)",全明星啦啦队
"All Star Cheerleader (Europe) (Sv,No,Da,Fi)",全明星啦啦队
Allez Raconte (France),巧舌如父
"Allied Ace Pilots (Europe) (En,Fr,De,Es,It)",盟军王牌飞行员
"Alpha and Omega (Europe) (En,Fr,De,Es,It)",丛林有情狼
Alpha and Omega (USA),丛林有情狼
Alssongdalssong - Myeonghwatamheom DS (Korea),解谜杰作探险 DS
"Alvin and the Chipmunks (Europe) (En,Fr,De,Es,It)",艾尔文与花栗鼠
"Alvin and the Chipmunks (USA) (En,Fr)",艾尔文与花栗鼠
Alvin and the Chipmunks - Chipwrecked (Europe),鼠来宝3
"Alvin and the Chipmunks - Chipwrecked (Europe) (Fr,De,Es,It)",鼠来宝3
"Alvin and the Chipmunks - Chipwrecked (USA) (En,Fr)",鼠来宝3
"Alvin and the Chipmunks - The Squeakquel (Europe) (En,Fr,De)",艾尔文与花栗鼠-明星俱乐部
Alvin and the Chipmunks - The Squeakquel (USA),艾尔文与花栗鼠-明星俱乐部
"Aly & AJ Adventure, The (Europe) (En,Fr,De,Es,It)",艾莉与艾洁的冒险
"Aly & AJ Adventure, The (USA)",艾莉与艾洁的冒险
"Amazing Adventures - The Forgotten Ruins (Europe) (En,Fr,De,Es,It)",惊奇大冒险
Amazing Adventures - The Forgotten Ruins (USA),惊奇大冒险
"Amazing Spider-Man, The (Europe) (En,Fr,De,Es,It)",神奇蜘蛛侠
"Amazing Spider-Man, The (USA) (En,Fr,Es)",神奇蜘蛛侠
"America's Next Top Model (Europe) (En,De)",全美超模大赛
"America's Next Top Model (Europe) (En,Fr,Es,It)",全美超模大赛
"America's Next Top Model (Europe) (En,Fr,Es,It,Sv,No,Da)",全美超模大赛
America's Next Top Model (USA),全美超模大赛
America's Test Kitchen - Let's Get Cooking (USA),美国厨房测试-让我们去烹饪
"American Dragon - Jake Long (Europe) (En,Fr,De,Es,It)",迪斯尼的美国龙
"American Dragon - Jake Long - Attack of the Dark Dragon (USA) (En,Fr,De,Es,It)",迪斯尼的美国龙
American Girl - Julie Finds a Way (USA),美国女孩-朱莉历险记
American Girl - Kit Mystery Challenge! (USA),美国女孩-成套工具奥秘挑战
Amici (Italy),阿米西
"An M. Night Shyamalan Film - The Last Airbender (Europe) (En,Fr,De,Es,It) (NDSi Enhanced)",降世神通-最后的气宗
"An M. Night Shyamalan Film - The Last Airbender (USA) (En,Fr) (NDSi Enhanced)",降世神通-最后的气宗
Anan Kanshuu - Onna Dikara Kinkyuu Up! DS (Japan),Anan检修-女力紧急提升讲座！DS
Anata Dake no Private Lesson - DS de Hajimeru Tipness no Yoga (Japan),开始只专属于您的私人课程DS-浦利斯的瑜伽
Anata mo DS de Classic Kiite Mimasenka (Japan),您也用DS听古典音乐吗
"Ancient Spirits - Columbus' Legacy (Europe) (En,Fr,De,Nl)",古之精魂-哥伦布的传说
"Angel Cat Sugar (Europe) (En,Fr,De,Es,It)",天使猫糖糖
"Angel Cat Sugar (Europe) (Sv,No,Da,Fi)",天使猫糖糖
