Name EN,Name CN
"E.T. - The Extra-Terrestrial - Escape from Planet Earth (Europe) (En,Fr,De,Es,It,Nl)",ET外星人 - 逃离地球
E.T. - The Extra-Terrestrial - Escape from Planet Earth (USA),ET外星人 - 逃离地球
"E.T. - The Extra-Terrestrial and the Cosmic Garden (Europe) (En,Fr,De,Es,It,Nl)",外星人与宇宙花园
E.T. - The Extra-Terrestrial and the Cosmic Garden (USA),外星人与宇宙花园
"ECW Hardcore Revolution (USA, Europe)",魔王摔跤
ESPN International Track & Field (USA),夏季奥运
ESPN National Hockey Night (USA),ESPN曲棍球联赛
"Earthworm Jim - Menace 2 the Galaxy (USA, Europe) (GB Compatible)",蚯蚓战士2
"Elevator Action EX (Europe) (En,Fr,De,Es,It)",电梯大战EX
Elevator Action EX (Japan),电梯大战EX
Elie no Atelier GB (Japan) (SGB Enhanced) (GB Compatible),炼金术士 - 艾莉篇
"Emperor's New Groove, The (Europe) (En,Fr,De,Es,It)",变身国王
"Emperor's New Groove, The (USA)",变身国王
Estpolis Denki - Yomigaeru Densetsu (Japan),四狂神战记 - 传说再现
"European Super League (Europe) (En,Fr,De,Es,It)",欧洲足球联赛
"Evel Knievel (Europe) (En,Fr,De,Es,It,Nl,Sv) (GB Compatible)",火箭机车
Evel Knievel (USA) (GB Compatible),火箭机车
"Extreme Ghostbusters (Europe) (En,Fr,De,Es,It,Pt)",极速灭鬼团
"Extreme Sports with the Berenstain Bears (USA, Europe) (En,Fr,De,Es,It)",贝贝熊狂热运动
"F-1 World Grand Prix (Europe) (En,Fr,De,Es)",世界F1赛车
"F-18 Thunder Strike (USA, Europe)",F18闪电特攻
"F.A. Premier League Stars 2001, The (Europe)",联盟足球明星赛2001
"F1 Championship Season 2000 (Brazil) (En,Fr,De,Es,It)",F1冠军赛2000
"F1 Championship Season 2000 (Europe) (En,Fr,De,Es,It)",F1冠军赛2000
"F1 Racing Championship (Europe) (En,Fr,De,Es,It)",F1大赛车
"F1 World Grand Prix II for Game Boy Color (Europe) (En,Fr,De,Es)",f1世界杯2
"F1 World Grand Prix II for Game Boy Color (Japan) (En,Ja)",f1世界杯2
"F1 World Grand Prix II for Game Boy Color (USA) (En,Fr,De,Es)",f1世界杯2
"FIFA 2000 (USA, Europe) (SGB Enhanced) (GB Compatible)",FIFA足球2000
Fairy Kitty no Kaiun Jiten - Yousei no Kuni no Uranai Shugyou (Japan) (Rev 1) (SGB Enhanced) (GB Compatible),凯蒂猫开运辞典
Fairy Kitty no Kaiun Jiten - Yousei no Kuni no Uranai Shugyou (Japan) (SGB Enhanced) (GB Compatible),凯蒂猫开运辞典
Ferret Monogatari (Japan),费列特物语
"Fish Files, The (Europe) (En,Fr,De,Es,It)",捕鱼计划
"Fix & Foxi - Episode 1 - Lupo (Europe) (En,Fr,De)",鲁普大冒险
"Flintstones, The - Burgertime in Bedrock (Europe) (En,Fr,De,Es,It)",摩登原始人 - 汉堡时间
"Flintstones, The - Burgertime in Bedrock (USA)",摩登原始人 - 汉堡时间
"Flipper & Lopaka (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da)",海底小飞龙
"Force 21 (USA) (En,Fr,De)",力量21
Formula One 2000 (USA),一级方程式赛车2000
