Name EN,Name CN
"Gaiares (Japan, USA) (En)",宇宙巡航舰
Gain Ground (Europe),领土扩展
Gain Ground (Japan) (En),领土扩展
Gain Ground (USA),领土扩展
Galaxy Force II (Japan) (En),星际武力2
Galaxy Force II (Japan) (En) (Virtual Console),星际武力2
"Galaxy Force II (USA, Europe) (Rev B)",星际武力2
"Galaxy Force II (USA, Europe) (SEGA Classic Collection)",星际武力2
Gambler Jiko Chuushinha - Katayama Masayuki no Mahjong Doujou (Japan),麻将道场
Game no Kanzume Otokuyou (Japan) (Sega Channel),游戏封印男儿心
"Garfield - Caught in the Act (USA, Europe)",加啡猫
Gargoyles (USA),魔界使者
Garou Densetsu - Shukumei no Tatakai (Japan),饿狼传说1
Garou Densetsu 2 - Aratanaru Tatakai (Japan),饿狼传说2
Garry Kitchen's Super Battletank - War in the Gulf (USA),加里基钦的超级战车 - 海湾战争
"Gauntlet (Japan) (En,Ja)",交叉射击
"Gauntlet IV (USA, Europe)",铁腕战士
Gemfire (USA),皇家血统
"General Chaos (USA, Europe)",大混斗
General Chaos Daikonsen (Japan),将军混乱大战
"Generations Lost (USA, Europe)",失落的世界
Genghis Khan II - Clan of the Gray Wolf (USA),成吉思汗2
George Foreman's KO Boxing (Europe),乔治福尔曼的KO拳击
George Foreman's KO Boxing (USA),乔治福尔曼的KO拳击
"Ghostbusters (Japan) (En,Ja)",魔鬼剋星
"Ghostbusters (USA, Europe) (En,Ja)",魔鬼剋星
"Ghouls'n Ghosts (Japan, USA) (En,Ja)",魔界村
"Ghouls'n Ghosts (World) (En,Ja) (Rev A)",魔界村
"Ghouls'n Ghosts (World) (En,Ja) (Rev A) (Sega Channel)",魔界村
Global Gladiators (Europe),米克与麦可
Go Net (Japan),捕鱼大赛
Gods (Europe),异神战士
Gods (Japan),异神战士
Gods (USA),异神战士
Golden Axe (USA) (Rev B) (Sega Smash Pack),战斧
Golden Axe (World),战斧
Golden Axe (World) (Rev A),战斧
Golden Axe II (World),战斧2
Golden Axe III (Europe) (Virtual Console),战斧3
Golden Axe III (Japan) (En),战斧3
Goofy's Hysterical History Tour (USA),古飞狗
